rule_id,display_name,severity,fidelity_tier,data_source,useful_30d,noise_30d,useful_pct,notes
AWS.Lambda.UpdateFunctionCode,Lambda Code Updated by User,High,Investigative,dd_sampled,0,10,0.0%,Sampled DD data — may be incomplete (query truncation)
AWS.Lambda.UpdateFunctionConfiguration,Lambda Configuration Updated with Layers by User,High,Investigative,dd_sampled,0,10,0.0%,Sampled DD data — may be incomplete (query truncation)
AWS.Macie.Evasion,AWS Macie Disabled/Updated,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.Potential.Backdoor.Lambda,AWS Potential Backdoor Lambda Function Through Resource-Based Policy,Info,Investigative,volume_based,,,,Avg 7 alerts/30d across customers; no AI triage data. Investigative by volume presence.
AWS.RDS.ActivityStreamStopped,AWS RDS Activity Stream Stopped,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.RDS.AutomatedBackupDeleted,AWS RDS Automated Backup Deleted,Critical,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.RDS.ClusterFailover,AWS RDS Cluster Failover Initiated,Medium,Investigative,volume_based,,,,Avg 3 alerts/30d across customers; no AI triage data. Investigative by volume presence.
AWS.RDS.DeletionProtectionDisabled,AWS RDS Deletion Protection Disabled,High,Investigative,dd_verified,7.0,43.0,14.0%,
AWS.RDS.IAMRoleAdded,IAM Role Added to RDS Instance or Cluster,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.RDS.InstanceDeletion,AWS RDS Instance or Cluster Deleted,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.RDS.InstanceMadePublic,AWS RDS Instance Modified to be Publicly Accessible,Critical,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.RDS.InstanceRebooted,AWS RDS Instance or Cluster Rebooted,Medium,Investigative,volume_based,,,,Avg 1 alerts/30d across customers; no AI triage data. Investigative by volume presence.
AWS.RDS.LogFileDownloaded,AWS RDS Log File Downloaded,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.RDS.ManualSnapshotCreated,AWS RDS Manual/Public Snapshot Created,Low,Investigative,volume_based,,,,Avg 24 alerts/30d across customers; no AI triage data. Investigative by volume presence.
AWS.RDS.MasterPasswordUpdated,AWS RDS Master Password Updated,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.RDS.PublicRestore,AWS Public RDS Restore,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.RDS.SecurityGroupIngressAuthorized,AWS RDS Security Group Ingress Authorized,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.RDS.SnapshotCopiedCrossRegion,AWS RDS Snapshot Copied Cross-Region,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.RDS.SnapshotDeleted,AWS RDS Snapshot Deleted,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.RDS.SnapshotEnumeration,AWS RDS Snapshot Enumeration with Public or Shared Flag,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.RDS.SnapshotExport,AWS RDS Snapshot Exported to S3,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.RDS.SnapshotShared,AWS RDS Snapshot Shared,High,Investigative,volume_based,,,,Avg 112 alerts/30d across customers; no AI triage data. Investigative by volume presence.
AWS.Root.Activity,Root Account Activity,High,Investigative,dd_verified,7.0,387.0,1.8%,
AWS.S3.BucketDeleted,S3 Bucket Deleted,Info,Investigative,dd_sampled,0,4,0.0%,Sampled DD data — may be incomplete (query truncation)
AWS.S3.BucketPolicyModified,AWS S3 Bucket Policy Modified,Info,Investigative,dd_sampled,0,8,0.0%,Sampled DD data — may be incomplete (query truncation)
AWS.S3.CopyObject.CrossAccount.Encryption.KMS,S3 Object Encrypted with External KMS Key,High,Investigative,dd_sampled,6,404,1.5%,Sampled DD data — may be incomplete (query truncation)
AWS.S3.CopyObjectToExternalAccountBucket,AWS S3 Object Copied to External Account Bucket,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.S3.CopyObjectWithClientSideEncryption,AWS S3 Copy Object with Client-Side Encryption,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.S3.DeleteBucketEncryption,S3 Bucket Encryption Deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.S3.DeleteBucketReplication,S3 Bucket Replication Deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.S3.DeleteObject,AWS S3 Delete Object Detection,Info,Investigative,volume_based,,,,Avg 180 alerts/30d across customers; no AI triage data. Investigative by volume presence.
AWS.S3.DeleteObjects,AWS S3 Delete Objects Detection,Info,Investigative,volume_based,,,,Avg 180 alerts/30d across customers; no AI triage data. Investigative by volume presence.
AWS.S3.DeletePublicAccessBlock,S3 Public Access Block Deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.S3.DisableBucketLogging,S3 Bucket Logging Disabled,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.S3.DisableMfaDelete,S3 MFA Delete Disabled,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.S3.RansomwareNoteUpload,AWS S3 Ransomware Note Upload Detection,Medium,Investigative,volume_based,,,,Avg 62 alerts/30d across customers; no AI triage data. Investigative by volume presence.
AWS.S3.SecurityControlDisabling,AWS S3 Security Control Disabling,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.S3.ServerAccess.Error,AWS S3 Access Error,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.S3.ServerAccess.Insecure,AWS S3 Insecure Access,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.S3.SuspendVersioning,S3 Bucket Versioning Suspended,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.SSM.DecryptSSMParams,AWS Decrypt SSM Parameters,Medium,Investigative,dd_sampled,122,2994,3.9%,Sampled DD data — may be incomplete (query truncation)
AWS.SSM.DistributedCommand,AWS SSM Distributed Command,Info,Investigative,dd_sampled,0,3,0.0%,Sampled DD data — may be incomplete (query truncation)
AWS.STS.GetSessionToken.Misuse,AWS STS GetSessionToken by IAM User,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.SecretsManager.BatchRetrieveSecrets,AWS Secrets Manager Batch Retrieve Secrets,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.SecretsManager.BatchRetrieveSecretsCatchAll,AWS Secrets Manager Batch Retrieve Secrets Catch-All,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.SecretsManager.RetrieveSecrets,EC2 Secrets Manager Retrieve Secrets,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.SecretsManager.RetrieveSecretsMultiRegion,AWS Secrets Manager Retrieve Secrets Multi-Region,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.SecurityHub.Finding.Evasion,AWS SecurityHub Finding Evasion,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.Suspicious.SAML.Activity,AWS SAML Activity,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.User.Login.Profile.Modified,DEPRECATED - AWS User Login Profile Modified,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.VPC.HealthyLogStatus,AWS VPC Healthy Log Status,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.VPC.SSHAllowedSignal,Signal - VPC Flow Logs Allowed SSH,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.VPCFlow.LogsDeleted,AWS VPC Flow Logs Removed,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.WAF.Disassociation,AWS WAF Disassociation,Critical,Investigative,dd_verified,3.0,8.0,27.3%,
AWS.WAF.Managed.AdminProtection,AWS WAF Managed Admin Protection Passthrough Rule,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.WAF.Managed.AntiDDoS,AWS WAF Managed Anti-DDoS Passthrough Rule,Low,Investigative,dd_sampled,0,324,0.0%,Sampled DD data — may be incomplete (query truncation)
AWS.WAF.Managed.BotControl,AWS WAF Managed Bot Control Passthrough Rule,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.WAF.Managed.CoreRuleSet,AWS WAF Managed Core Rule Set Passthrough Rule,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.WAF.Managed.IPReputation,AWS WAF Managed IP Reputation Passthrough Rule,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.WAF.Managed.KnownBadInputs,AWS WAF Managed Known Bad Inputs Passthrough Rule,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.WAF.Managed.SQLDatabase,AWS WAF Managed SQL Database Passthrough Rule,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AWS.WAF.ReactJSRCE.Body,AWS WAF ReactJS RCE Attempt via Body,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Amazon.EKS.AnonymousAPIAccess,EKS Anonymous API Access Detected,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Amazon.EKS.Audit.Multiple403,EKS Audit Log based single sourceIP is generating multiple 403s,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Amazon.EKS.Audit.SystemNamespaceFromPublicIP,EKS Audit Log Reporting system Namespace is Used From A Public IP,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Anthropic.Activity.Admin.API.Key.Created,Anthropic Admin API Key Created,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Anthropic.Activity.Admin.API.Key.Deleted,Anthropic Admin API Key Deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Anthropic.Activity.Artifact.Shared.Publicly,Anthropic Artifact Shared Publicly,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Anthropic.Activity.Excessive.Chat.Access.Failures,Anthropic Excessive Chat Access Failures,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Anthropic.Activity.IP.Restriction.Deleted,Anthropic IP Restriction Deleted,High,Investigative,dd_sampled,0,353,0.0%,Sampled DD data — may be incomplete (query truncation)
Anthropic.Activity.Integration.Connected,Anthropic Integration Connected,Info,Investigative,volume_based,,,,Avg 136 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Anthropic.Activity.MCP.Server.Created,Anthropic MCP Server Created,Medium,Investigative,volume_based,,,,Avg 26 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Anthropic.Activity.MCP.Server.Deleted,Anthropic MCP Server Deleted,Low,Investigative,volume_based,,,,Avg 22 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Anthropic.Activity.Org.User.Deleted,Anthropic Organization User Deleted,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Anthropic.Activity.Organization.Settings.Updated,Anthropic Organization Settings Updated,Medium,Investigative,volume_based,,,,Avg 3 alerts/30d across customers; no AI triage data. Investigative by volume presence.
Anthropic.Activity.Primary.Owner.Transferred,Anthropic Primary Owner Transferred,High,Investigative,dd_sampled,0,307,0.0%,Sampled DD data — may be incomplete (query truncation)
Anthropic.Activity.Role.Granted,Anthropic Role Granted,Info,Investigative,dd_sampled,0,19,0.0%,Sampled DD data — may be incomplete (query truncation)
Anthropic.Activity.SSO.Disabled,Anthropic SSO Disabled,High,Investigative,dd_sampled,0,345,0.0%,Sampled DD data — may be incomplete (query truncation)
Anthropic.Activity.SSO.Login.Failed,Anthropic SSO Login Failed,Medium,Investigative,dd_sampled,0,36,0.0%,Sampled DD data — may be incomplete (query truncation)
Anthropic.Activity.Service.Key.Created,Anthropic Service Key Created,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Anthropic.Activity.Service.Key.Revoked,Anthropic Service Key Revoked,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Anthropic.Activity.Spend.Limit.Deleted,Anthropic Spend Limit Deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
AppOmni.Alert.Passthrough,AppOmni Alert Passthrough,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Asana.Service.Account.Created,Asana Service Account Created,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Asana.Team.Privacy.Public,Asana Team Privacy Public,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Asana.Workspace.Default.Session.Duration.Never,Asana Workspace Default Session Duration Never,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Asana.Workspace.Email.Domain.Added,Asana Workspace Email Domain Added,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Asana.Workspace.Form.Link.Auth.Requirement.Disabled,Asana Workspace Form Link Auth Requirement Disabled,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Asana.Workspace.Guest.Invite.Permissions.Anyone,Asana Workspace Guest Invite Permissions Anyone,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Asana.Workspace.New.Admin,Asana Workspace New Admin,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Asana.Workspace.Org.Export,Asana Workspace Org Export,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Asana.Workspace.Password.Requirements.Simple,Asana Workspace Password Requirements Simple,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Asana.Workspace.Require.App.Approvals.Disabled,Asana Workspace Require App Approvals Disabled,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Asana.Workspace.SAML.Optional,Asana Workspace SAML Optional,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Atlassian.User.LoggedInAsUser,Atlassian admin impersonated another user,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Auth0.AttackProtection.Disabled,Auth0 Attack Protection Monitoring Disabled,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Auth0.BotDetection.Disabled,Auth0 Bot Detection Policy Disabled,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Auth0.Brute.Force,Auth0 Brute Force,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Auth0.Custom.Role.Created,Auth0 Custom Role Created,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Auth0.Delete.TenantMember,Auth0 Delete Tenant Member,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Auth0.FraudRisk.Volume,Auth0 Fraud Risk by Volume,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Auth0.Integration.Installed,Auth0 Integration Installed,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Auth0.Leaked.Password.Login.Attempt,Auth0 Leaked Password Login Attempt,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Auth0.Limits,Auth0 Limit Detections,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Auth0.MFA.Factor.Setting.Enabled,Auth0 mfa factor enabled,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Auth0.MFA.Policy.Disabled,Auth0 MFA Policy Disabled,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Auth0.MFA.Policy.Enabled,Auth0 MFA Policy Enabled,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Auth0.MFA.Risk.Assessment.Disabled,Auth0 MFA Risk Assessment Disabled,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Auth0.MFA.Risk.Assessment.Enabled,Auth0 MFA Risk Assessment Enabled,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Auth0.NewAdmin.Invitation,Auth0 New Admin Invited,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Auth0.Post.Login.Action.Flow,Auth0 Post Login Action Flow Updated,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Auth0.PushNotification.Fatigue,Auth0 Push Notification Fatigue,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Auth0.Rapid.DynamicClient.Creation,Auth0 Rapid Dynamic Client Creation,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Auth0.RefreshToken.Reuse,Auth0 Refresh Token Reused,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Auth0.SamePhone.MultipleUsers.MFA,Auth0 Same Phone Number Shared Across Multiple Users as MFA,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Auth0.User.Invitation.Created,Auth0 User Invitation Created,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Auth0.User.Joined.Tenant,Auth0 User Joined Tenant,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Axonius.AddExternalUser,Axonius External User Added,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Axonius.ResetApiKey,Axonius API Key Reset,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Axonius.TooManyFailedLogins,Axonius Too Many Failed Logins,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Axonius.TorLogin,Axonius login from Tor IP,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Axonius.WebhookCreated,Axonius Webhook Created,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.Audit.DeviceCodeBrokerClient,Azure Device Code Authentication with Broker Client,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.Audit.DomainSettingsModified,Azure Domain Federation Settings Modified,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.Audit.ElevateUserAccessAdministrator,Azure User Elevated to User Access Administrator Role,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.Audit.ExcessiveAccountLockouts,Azure Excessive Account Lockouts,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.Audit.GraphSessionMultipleIPs,Azure Microsoft Graph Single Session from Multiple IP Addresses,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.Audit.HighRiskSignIn,Azure High-Risk Sign-In,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.Audit.InviteExternalUsers,Azure Invite External Users,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.Audit.LegacyAuth,Azure SignIn via Legacy Authentication Protocol,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.Audit.MFADisabled,Azure MFA Disabled,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.Audit.ManyFailedSignIns,Azure Many Failed SignIns,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.Audit.MultipleProtectionAlerts,Azure Protection Multiple Alerts for User,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.Audit.OIDC.Changed,Azure Authentication Methods Policy OIDC Discovery URL Changed,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.Audit.PolicyChanged,Azure Policy Changed,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.Audit.ROPCLoginNoMFA,Azure ROPC Login Attempt Without MFA,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.Audit.RiskLevelPassthrough,Azure RiskLevel Passthrough,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.Audit.RoleChangedPIM,Azure Role Changed PIM,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.Audit.ServicePrincipalCredentialsAdded,Azure Service Principal Credentials Added,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.Audit.VSCodeOAuthPhishing,Azure VS Code OAuth Phishing,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.ActionGroups.Deleted,Azure Action Groups Deleted,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Advisor.SecurityRecommendation,Azure Advisor Security Recommendation Available,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.AlertRules.Deleted,Azure Alert Rules Deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Authorization.ResourceLockDeleted,Azure Resource Lock Deleted,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Automation.AccountCreated,Azure Automation Account Created,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Automation.RunbookCreatedOrModified,Azure Automation Runbook Created or Modified,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Automation.RunbookDeleted,Azure Automation Runbook Deleted,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Automation.ScheduleCreated,Azure Automation Schedule Created or Modified,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Automation.ServerlessExecution,Azure Serverless Script Execution,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Automation.WebhookCreated,Azure Automation Webhook Created,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Compute.DiskDeleted,Azure Disk Deleted,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Compute.DiskSASURIGenerated,Azure VM Disk SAS URI Generated,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Compute.RestorePointCollectionDeleted,Azure Restore Point Collection Deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Compute.SnapshotDeleted,Azure VM Snapshot Deleted,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Compute.VMCommandExecuted,Azure VM Command Executed,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.DiagnosticSettings.Deleted,Azure Diagnostic Settings Deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.EventHub.Deleted,Azure Event Hub Deleted,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.KeyVault.CertificateAccessed,Azure Key Vault Certificate Accessed,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.KeyVault.Deleted,Azure Key Vault Deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.KeyVault.KeyAccessed.Recovered,Azure Key Vault Key Accessed or Recovered,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.KeyVault.KeyPurged,Azure Key Vault Key Permanently Purged,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.KeyVault.Purged,Azure Key Vault Permanently Purged,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.KeyVault.SecretAccessedOrRecovered,Azure Key Vault Secret Accessed or Recovered,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Kubernetes.RoleBindingCreated,Azure Kubernetes RoleBinding or ClusterRoleBinding Created,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.LogAnalyticsWorkspace.Deleted,Azure Log Analytics Workspace Deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Network.FirewallPolicyDeleted,Azure Firewall Policy Deleted,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Network.IPDiscovery,Azure Excessive IP and VM Discovery,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Network.NSGModifiedOrDeleted,Azure Network Security Configuration Modified or Deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Network.PacketCaptureEnabled,Azure Network Packet Capture Enabled,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Network.PortMapping,Azure Excessive Network Security Group Read,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Network.VNetDeleted,Azure Virtual Network Deleted,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Network.WatcherDeleted,Azure Network Watcher Deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Policy.DeployIfNotExists,Azure Policy DeployIfNotExists Action Triggered,Medium,Investigative,dd_sampled,0,10,0.0%,Sampled DD data — may be incomplete (query truncation)
Azure.MonitorActivity.Policy.Violation,Azure Policy Violation Detected,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.RecoveryServices.ProtectionContainerDeleted,Azure Recovery Services Protection Container Deleted,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.ResourceGroup.Deleted,Azure Resource Group Deleted,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.RoleAssignment.PrivilegedOrElevated,Azure Privileged or Elevated Role Assignment,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.SQL.ServerDeleted,Azure SQL Server Deleted,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Security.AlertSuppressionRuleCreated,Azure Alert Suppression Rule Created or Modified,Low,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Storage.Blob.BulkDeletion,Azure Storage Blob Deletion,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Storage.Blob.BulkExtraction,Azure Storage Blob Bulk Extraction,Medium,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Storage.Blob.CPKEncryptionDetected,Azure Storage Blob CPK Encryption Detected,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Storage.Blob.Uploaded,Azure Storage Blob Uploaded,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Storage.FileShareModified,Azure Storage File Share Created or Modified,Info,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
Azure.MonitorActivity.Storage.ImmutabilityPolicyDeleted,Azure Storage Immutability Policy Deleted,High,,no_data,,,,No alert volume or AI triage data in 30d window; fidelity omitted
